Idx,numbers,categorys,times,dates
32558,14,12,1,7
32564,13,12,3,45
32566,14,12,1,14
32567,12,12,1,24
32568,15,13,1,8
3257,18,13,2,19
32572,20,18,3,52
32581,13,13,2,20
32584,34,23,7,6
3259,11,11,1,12
32602,14,12,1,7
32605,16,14,2,8
32607,12,12,1,5
32608,12,12,1,178
3261,12,11,1,5
32613,13,12,2,7
32615,13,13,2,6
32618,9,9,1,63
32621,16,13,1,6
32624,12,12,1,13
32626,12,12,1,7
32636,14,14,2,9
32638,12,12,1,6
32639,12,12,1,10
32640,21,15,1,6
32645,16,14,1,10
32646,12,12,1,10
32653,12,12,1,18
32654,21,18,2,446
32659,14,12,1,6
32660,21,18,2,8
32664,27,21,2,6
32668,13,13,1,13
3267,11,11,1,5
32670,12,12,1,6
32672,11,11,1,163
32675,11,11,2,141
32676,12,12,1,7
32678,12,12,1,6
32684,12,12,1,6
32685,13,12,2,18
32687,12,12,1,5
3269,11,11,1,2
32690,16,14,1,7
32691,13,12,1,22
32694,12,12,1,10
32696,12,12,1,28
32702,12,12,1,10
32705,12,12,1,5
3271,12,11,1,2
32710,13,13,2,333
32712,12,12,1,7
32714,12,12,1,7
32717,12,12,1,12
32721,16,15,2,10
32726,25,13,1,6
32727,12,12,1,7
32728,9,9,1,50
32729,17,14,1,10
3273,11,11,1,6
32732,12,12,1,7
32733,15,14,4,10
32734,12,12,1,6
32745,12,12,1,11
32757,12,12,1,7
32759,12,12,1,7
32761,12,12,1,10
32763,16,15,2,4
32774,12,12,1,10
32776,12,12,1,6
32779,12,12,1,6
32780,17,13,2,2
32781,14,13,1,5
32783,12,12,1,7
32786,15,13,1,12
3279,13,12,3,19
32792,14,13,3,3
32793,12,12,1,11
32797,14,13,2,2
32800,15,13,2,2
3281,17,13,2,6
32811,10,10,1,55
32813,12,12,1,6
32814,13,13,1,16
32815,18,16,2,2
32823,12,12,1,4
32825,16,15,2,4
32826,14,13,2,30
32838,17,16,3,77
3284,11,11,1,5
32841,12,12,1,4
32843,12,12,1,4
32845,12,12,1,6
32854,12,12,1,9
32858,15,13,1,6
32860,23,15,3,7
32863,13,13,1,11
32867,14,13,2,1
3287,11,11,1,25
32871,12,12,1,12
32872,13,13,1,5
32874,12,12,1,9
32884,9,9,1,161
32889,12,12,1,9
32890,13,13,1,5
32891,12,12,1,9
32894,12,12,1,7
32897,12,12,1,10
32898,12,12,1,6
3290,14,12,1,5
32900,12,12,1,5
32904,12,12,1,6
32906,13,13,1,13
32907,12,12,1,9
32908,15,13,2,23
3291,11,11,1,1
32911,11,11,1,5
32914,18,13,4,2
32918,12,12,1,9
32923,12,12,1,7
32925,12,12,1,9
32927,13,12,1,30
32928,12,12,1,6
32930,14,14,2,6
32934,12,12,1,7
32935,11,11,1,9
32937,12,12,1,46
32938,12,12,1,6
32944,11,11,2,24
32947,12,12,1,9
32948,12,12,1,6
32952,12,12,1,6
32955,14,13,1,13
32958,12,12,1,5
3296,11,11,1,11
32961,13,12,1,13
32963,12,12,1,10
32964,12,12,1,6
32966,12,12,1,6
32970,13,13,1,10
32981,12,12,1,9
32985,12,12,1,5
32989,12,12,1,6
32991,12,12,1,11
32996,12,12,1,12
32997,12,12,1,7
32999,12,12,1,10
33,17,11,2,4
3300,12,11,1,1
33001,15,15,1,6
3301,15,12,1,1
33011,11,11,1,212
33013,12,12,1,8
33017,12,12,1,8
33018,13,13,1,8
33020,10,10,2,4
33021,11,11,2,35
33024,12,12,1,6
33026,15,13,2,17
33027,12,12,1,6
33032,12,12,1,9
33035,12,12,1,5
33039,14,13,1,24
33041,16,14,2,10
33042,12,12,2,4
33046,12,12,1,5
3305,13,11,1,1
33050,13,13,1,26
33055,12,12,1,10
33057,12,12,1,5
33059,13,13,2,8
33062,12,12,1,8
33065,12,12,1,10
33066,13,13,1,11
33072,13,13,1,11
33074,11,11,1,5
33080,13,13,1,4
33088,13,13,2,5
33091,15,14,2,184
33092,12,12,1,4
33093,16,15,1,8
33097,12,12,1,26
331,13,11,1,4
33100,12,12,1,9
33102,25,15,4,9
33105,12,12,1,10
33106,12,12,1,5
33107,12,12,1,207
33108,13,12,2,6
33109,17,15,3,2
33110,12,12,1,9
33111,12,12,1,15
33114,13,13,1,9
33116,12,12,1,37
3312,11,11,1,5
33120,12,12,1,9
33121,18,15,3,5
33126,12,12,1,4
33127,13,13,2,15
33129,12,12,1,8
33130,13,13,1,12
33131,15,13,2,6
33135,13,13,1,4
3314,12,11,1,1
33140,19,17,4,4
33141,12,12,1,3
33145,12,12,1,5
33147,12,12,1,17
33149,17,15,3,20
3315,12,11,1,3
33150,14,13,1,7
33153,12,12,1,7
33154,13,13,1,7
33158,13,13,1,11
33162,15,13,1,10
33163,9,9,1,120
33169,18,16,2,10
33170,16,13,2,11
33171,13,13,1,9
33176,12,12,1,5
33177,12,12,1,5
33180,14,13,1,3
33184,12,12,1,11
33185,15,13,1,5
33187,13,13,2,2
33188,13,13,1,5
3319,11,11,1,7
33190,12,12,1,15
33196,12,12,1,5
33198,12,12,1,5
33199,18,17,1,4
332,12,11,2,5
33203,12,12,1,24
33205,12,12,1,8
33207,15,14,2,18
33209,12,12,1,8
3321,11,11,1,4
33210,14,13,2,23
33211,15,13,1,50
33212,12,12,1,3
33213,12,12,1,7
33214,13,13,2,10
3322,26,18,4,198
33221,12,12,1,34
33224,12,12,1,9
33225,12,12,1,10
33227,13,13,1,9
33228,13,13,2,3
33231,12,12,1,7
33232,18,14,2,8
33236,12,12,1,14
33237,14,14,2,31
33240,12,12,1,15
33246,12,12,1,8
33248,11,11,1,58
33254,12,12,1,5
33255,12,12,1,10
33257,13,13,2,11
33258,11,11,1,9
33261,13,13,1,8
33265,12,12,1,15
33267,13,13,1,7
33268,12,12,1,8
33269,14,14,2,25
33273,15,15,1,7
33276,16,15,1,5
3328,15,11,3,7
33280,14,13,1,4
33281,12,12,1,5
33282,15,13,1,6
33283,21,19,3,12
3329,29,18,4,30
33290,14,13,2,5
33293,14,14,2,7
33296,13,13,1,4
333,19,14,5,3
33300,13,13,1,13
33305,40,24,4,3
33307,12,12,1,9
33308,12,12,1,10
33311,15,15,1,16
33312,12,12,1,7
33313,13,13,1,8
33314,17,16,2,19
33316,12,12,1,4
33317,12,12,1,8
33318,23,19,4,1
3332,12,11,1,4
33320,12,12,1,6
33325,12,12,1,3
33328,12,12,1,6
33330,28,18,3,0
33335,12,12,1,10
33342,14,13,2,25
3335,12,12,1,8
33355,15,14,1,3
33356,13,13,1,2
3336,21,14,4,8
33362,12,12,1,3
33367,12,12,1,6
33370,13,13,1,13
33373,12,12,1,4
33374,12,12,1,8
33376,13,13,1,7
33379,17,15,1,8
33381,14,13,2,32
33382,13,13,1,8
33384,14,13,2,2
33386,12,12,1,9
3339,13,12,2,5
33392,12,12,1,6
33393,9,9,1,58
33397,12,12,1,25
33400,12,12,1,4
33402,12,12,1,7
33403,12,12,1,7
33407,15,14,3,9
33413,12,12,1,6
33420,22,17,2,384
33421,14,13,2,5
33424,14,13,1,7
33430,13,13,1,7
33433,13,13,2,6
33434,15,14,2,3
33435,12,12,1,6
33436,14,14,1,4
33437,12,12,1,16
33441,12,12,1,4
33444,14,14,2,2
33449,16,13,2,246
33450,12,12,1,7
33451,13,13,1,4
33456,13,13,1,3
3346,11,11,1,7
33460,9,9,1,67
33461,12,12,1,4
33464,12,12,1,10
33465,12,12,1,7
33466,12,12,1,6
33467,12,12,1,3
33468,12,12,1,37
33470,12,12,1,9
33473,13,13,1,7
33475,25,13,1,6
33479,12,12,1,4
3348,9,9,1,6
33486,12,12,1,7
33487,12,12,1,7
33489,12,12,1,30
3349,11,11,1,15
33490,12,12,1,23
33492,11,11,3,41
33497,12,12,1,4
33499,12,12,1,12
3350,11,11,1,5
33500,15,13,2,5
33503,12,12,1,6
33504,12,12,1,7
33505,16,13,2,2
33508,18,13,3,5
33513,12,12,1,6
33515,12,12,1,39
33516,12,12,1,4
33517,12,12,1,6
33522,14,13,2,3
33524,14,13,1,22
33529,12,12,1,4
33531,12,12,1,8
33532,12,12,1,15
33536,17,16,2,27
33540,14,13,3,24
33541,19,16,4,165
33542,12,12,1,7
33543,5,5,1,278
33544,14,14,2,10
33548,13,13,1,8
33549,12,12,1,13
33550,12,12,1,18
33554,12,12,1,4
33557,12,12,1,7
33558,12,12,1,7
3356,14,12,1,1
33564,12,12,1,7
33566,12,12,1,3
33568,12,12,1,21
33572,11,11,1,9
33573,12,12,1,9
33574,12,12,1,13
33576,12,12,1,7
33582,13,13,1,12
33586,19,17,3,1
3359,21,11,1,4
33592,14,13,1,5
33593,14,13,1,3
33594,12,12,1,9
33596,20,16,3,12
33599,12,12,1,21
33601,14,13,2,6
33604,12,12,1,8
33605,12,12,1,8
33606,18,16,2,5
3361,11,11,1,6
33610,15,13,2,7
33612,12,12,1,13
33625,12,12,1,7
33627,12,12,1,16
33630,13,12,1,6
33631,12,12,1,8
33635,12,12,1,9
33642,13,13,2,6
33645,13,13,1,8
33648,12,12,1,6
33649,12,12,1,8
33650,20,17,2,328
33653,12,12,1,7
33668,12,12,1,3
3367,11,11,1,8
33670,21,14,2,8
33671,18,13,4,6
33672,15,13,2,7
33674,13,13,1,5
33688,19,12,5,200
33694,18,13,4,3
33704,12,12,1,20
33706,14,14,2,22
33710,13,13,1,7
33712,12,12,1,3
33713,34,14,6,2
33715,12,12,1,5
33718,12,12,1,7
33721,14,13,1,7
33722,13,13,2,5
33725,12,12,1,7
33726,12,12,1,5
33727,12,12,1,24
3373,15,12,3,2
33732,14,14,2,19
33733,14,13,2,48
33739,12,12,1,30
33742,12,12,1,3
33743,9,9,1,119
33746,12,12,1,5
33747,12,12,1,20
33750,12,12,1,3
33751,13,13,2,7
33755,12,12,1,7
33760,12,12,1,26
33762,9,9,1,82
33763,14,13,2,5
33766,12,12,1,6
33769,12,12,1,20
33772,14,14,2,0
33773,16,16,2,8
33775,18,12,2,6
33776,13,13,1,3
33777,11,11,1,201
33781,12,12,1,5
33783,14,13,2,5
33786,12,12,1,5
33790,39,13,1,5
33793,12,12,1,9
33794,13,10,1,6
33798,12,12,1,6
33804,14,14,3,8
33805,13,12,2,7
3381,11,11,1,8
33817,12,12,1,6
33820,12,12,1,6
33824,12,12,1,21
33825,13,13,1,8
33826,13,13,1,5
33829,18,17,2,5
33830,12,12,1,9
33831,12,12,1,5
33832,12,12,1,21
33837,31,14,2,1
33838,17,13,2,5
33839,10,10,1,58
3384,11,11,1,5
33842,12,12,1,12
33845,12,12,1,7
33846,12,12,1,5
33848,15,15,1,15
33849,15,14,2,13
33851,12,12,1,8
33856,12,12,1,5
33861,13,13,2,3
33862,11,11,1,7
33868,9,9,1,60
33870,12,12,1,8
33877,12,12,1,9
33882,12,12,1,7
33883,12,12,2,120
33885,12,12,1,25
33886,12,12,1,18
33889,12,12,1,5
33898,12,12,1,4
33901,13,13,1,2
33902,12,12,1,4
33903,12,12,1,21
33904,23,14,4,3
33910,14,13,1,4
33915,18,16,2,7
33920,12,12,1,11
33922,15,15,2,1
33932,12,11,2,4
33933,13,13,2,6
33934,12,12,1,8
33935,16,14,1,4
33939,12,12,1,8
3394,11,11,1,4
33940,12,12,1,8
33944,15,15,2,0
33949,13,11,1,11
33953,12,12,1,7
33956,12,12,1,20
33958,17,13,3,4
3396,11,11,1,4
33960,13,13,1,5
33962,12,12,1,4
33967,12,12,1,2
33968,12,12,1,8
33971,12,12,1,4
33972,11,11,1,169
33975,12,12,1,24
33980,14,13,1,24
33984,13,13,2,11
33992,13,13,1,4
33995,12,12,1,4
34002,13,13,2,4
34010,12,12,1,4
34016,12,12,1,5
34017,13,13,1,8
34030,12,12,1,4
34034,12,12,1,4
34036,9,9,1,71
34038,13,13,2,23
3404,11,11,1,5
34040,17,12,1,8
34041,12,12,1,8
34044,12,12,1,4
34045,12,12,1,5
34046,12,12,1,6
34048,12,12,1,10
34049,13,13,1,8
34050,14,13,1,4
34054,13,13,1,4
34060,12,12,1,4
34061,12,12,1,5
34069,13,13,2,8
34075,12,12,1,7
34078,12,12,1,8
34081,13,13,1,24
34082,19,16,2,6
34083,12,12,1,6
34084,14,14,2,8
34085,12,12,1,13
3409,12,11,1,4
34092,20,13,4,7
34094,12,12,1,5
34095,12,12,1,4
34096,17,16,3,2
34097,19,17,3,1
34098,12,12,1,6
341,49,23,5,1
34100,14,13,1,8
34103,13,13,1,8
34105,12,12,1,4
3411,24,18,3,21
34116,14,13,1,7
34117,12,12,1,5
34120,10,9,2,4
34123,12,12,1,5
34128,13,12,2,8
34129,12,12,1,12
3413,16,12,2,3
34131,12,12,1,5
34132,12,12,1,4
34133,12,12,1,7
34134,12,12,1,6
34136,14,14,2,10
34138,13,13,1,4
34140,12,12,1,8
34143,13,12,1,6
3415,12,12,1,6
34151,12,12,1,19
34153,12,12,1,8
34155,12,12,1,5
34157,12,12,1,5
34158,12,12,1,7
34160,14,13,1,7
34164,23,20,2,1
34171,13,13,1,6
34173,12,12,1,6
34174,11,8,3,4
34175,12,12,1,5
34179,12,12,1,6
3418,19,14,4,36
34186,12,12,1,26
34189,12,12,1,8
3419,15,13,2,6
34190,12,12,1,4
34191,12,12,1,7
34193,13,13,1,8
34195,12,12,1,5
34196,12,12,1,5
342,17,14,2,16
34200,12,12,1,23
34201,12,12,1,5
34202,12,12,1,7
34204,15,13,2,7
34214,12,12,1,5
34215,31,16,4,9
34220,15,15,2,6
34223,13,13,1,5
34224,14,13,2,4
34225,12,12,1,6
34228,12,12,1,15
3423,12,11,1,88
34230,12,12,1,9
34231,12,12,1,4
34239,12,12,1,5
34243,12,12,1,8
34245,12,12,1,5
34247,17,15,1,5
3425,14,12,2,8
34254,13,13,1,17
34255,12,12,1,11
34256,12,12,1,5
34257,11,9,3,115
34258,14,13,2,4
34262,12,12,1,4
34266,15,15,1,7
34279,14,11,1,5
3428,17,13,2,1
34294,11,11,1,204
34295,12,12,1,5
34297,14,13,1,5
3430,16,13,4,7
34300,12,12,1,8
34303,12,12,1,6
34312,14,13,2,1
34313,12,12,1,6
34314,12,12,1,5
34315,12,12,1,6
34316,12,12,1,3
34320,12,12,1,4
34329,15,13,1,5
34331,12,12,1,7
3434,11,11,1,8
34342,12,12,1,38
34345,16,14,2,6
34346,20,15,3,89
34347,12,12,1,5
34354,14,13,2,32
34358,14,13,3,16
34359,11,10,2,133
34360,12,12,1,5
34369,18,12,2,287
34374,15,14,3,7
34375,12,12,1,11
34376,12,12,1,5
34378,14,13,1,7
34380,12,12,1,7
34381,13,13,1,5
34386,12,12,1,5
34393,15,12,2,71
34394,12,12,1,5
34395,12,12,1,6
34398,12,12,1,7
34401,13,13,1,6
34408,12,12,1,4
34413,12,12,1,6
34417,12,12,1,7
34421,12,12,1,3
34423,12,12,1,4
34424,12,12,1,7
34426,12,12,1,3
34429,12,12,1,4
34432,19,17,3,7
3444,12,12,1,6
34444,14,14,2,1
34446,12,12,1,7
34448,12,12,1,5
34462,14,14,1,5
34464,17,14,2,1
34468,22,17,2,3
34471,13,13,2,5
34472,12,12,1,5
34473,14,14,3,5
34475,13,13,1,5
34477,12,12,1,6
34480,13,13,1,5
34483,12,12,1,5
34484,12,12,1,5
34488,13,13,2,0
3449,11,11,1,4
34492,12,12,1,5
34506,12,12,1,4
34508,12,12,1,6
34514,12,12,1,10
34517,12,12,1,6
34525,15,13,2,2
34526,27,17,3,2
34528,12,12,1,7
34530,12,12,1,14
34535,13,13,1,7
34536,12,12,1,5
34537,12,12,1,7
3454,16,13,2,4
34545,13,13,1,7
34550,12,12,1,6
34551,12,12,1,5
34553,12,12,1,6
34554,12,12,1,6
34556,12,12,1,5
34559,12,12,1,5
34560,12,12,1,5
34561,13,13,1,7
34563,14,12,1,6
34567,12,12,1,5
34568,19,13,2,42
3457,14,12,2,4
34570,14,14,2,0
34571,12,12,1,9
34572,12,12,1,12
34575,13,13,1,4
34577,19,15,2,6
34580,19,18,1,4
34581,12,12,1,5
34585,14,14,2,2
34586,12,12,1,4
34588,12,12,1,3
34589,13,13,1,7
34592,16,13,1,3
34598,12,12,1,6
3460,12,11,2,5
34605,12,12,1,4
34607,13,13,1,6
34611,12,12,1,4
34612,12,12,1,9
34613,12,12,1,3
34615,12,12,1,4
34618,12,12,1,6
3462,12,11,1,3
34622,13,13,1,11
34624,12,12,1,39
34626,12,12,1,9
34632,13,12,1,26
34637,12,12,1,4
34638,14,14,2,35
34639,12,12,1,5
34640,15,13,2,2
34641,12,12,1,4
34642,12,12,1,5
34648,12,12,1,6
34652,20,14,4,3
34658,12,12,1,5
3466,11,11,1,5
34660,12,12,1,4
34661,17,15,2,1
34662,15,13,2,10
34666,12,12,1,4
34667,13,13,2,9
3467,14,12,3,11
34670,12,12,1,23
34677,13,13,2,2
34678,17,15,2,6
3468,21,18,3,0
34681,14,12,1,5
34682,12,12,1,3
34690,13,13,1,11
34692,13,13,1,47
34695,17,14,2,10
34696,14,13,1,5
34697,14,14,1,3
34698,12,12,1,7
34699,14,14,2,4
3470,20,16,4,282
34700,15,14,2,4
34703,12,12,1,5
34704,15,12,2,1
34706,13,13,1,13
3471,21,14,3,13
34711,12,12,1,25
34716,12,12,1,10
34718,14,13,2,21
3472,21,16,2,5
34720,12,12,1,4
34722,12,12,1,6
3473,12,12,1,4
34730,31,16,2,18
34732,14,14,2,15
34740,15,10,3,73
34743,21,16,3,1
34746,17,14,1,4
34748,13,13,2,4
34751,24,15,2,6
34752,33,22,2,3
34755,12,12,1,9
34756,12,12,1,12
34759,12,12,1,6
3476,13,12,2,2
34761,15,14,2,19
34766,12,12,2,6
34767,16,14,2,3
34768,17,15,2,4
3477,13,12,2,4
34770,18,17,2,2
34777,13,13,2,5
34778,13,13,1,5
34786,13,13,1,30
34788,12,12,1,4
3479,32,12,1,4
34790,13,13,2,3
34792,11,11,1,21
34793,15,14,2,1
34798,12,12,1,6
3480,11,11,1,4
34806,15,14,2,4
34807,12,12,1,5
34808,15,15,2,19
3481,12,11,1,4
34810,13,13,2,2
34811,12,12,1,6
34814,15,14,2,2
34815,12,12,1,10
34816,12,12,1,4
34817,18,12,1,11
34821,12,12,1,7
34822,12,12,1,6
34825,15,13,2,4
34831,16,11,2,5
34834,11,11,1,3
34837,12,12,1,9
34842,12,12,1,4
34844,12,12,1,11
34846,12,12,1,4
34848,12,12,1,4
34849,12,12,1,5
3485,14,12,3,2
34850,14,14,2,41
34852,18,15,2,31
34857,12,12,1,12
3486,11,11,1,5
34860,12,12,1,6
34864,13,13,1,6
34867,13,13,1,50
34869,24,19,3,628
3487,11,11,1,5
34871,12,12,1,10
34873,11,11,1,6
34879,12,12,1,5
3488,12,11,1,4
34882,12,12,1,5
34885,12,12,1,5
34887,12,12,1,9
34889,12,12,1,6
34892,12,12,1,6
34895,12,12,1,6
34897,12,12,1,4
34898,12,12,1,6
34899,12,12,1,6
34902,15,14,2,4
34904,12,12,1,3
3491,11,11,1,3
34911,13,13,1,4
34914,15,13,1,5
34917,42,18,2,219
34918,13,13,1,2
3492,11,11,1,7
34921,12,12,1,5
34922,12,12,1,4
34925,12,12,1,12
34932,12,12,1,8
34935,13,13,1,3
3494,11,11,1,4
34946,14,13,2,3
34956,15,13,2,9
34957,12,12,1,6
34958,12,12,1,10
3496,11,11,1,3
34960,12,12,1,6
34962,17,13,3,5
34963,12,12,1,6
34969,12,12,1,5
34972,13,13,1,17
34973,12,12,1,6
34977,17,15,2,4
34978,12,12,1,6
34983,24,19,2,5
34986,12,12,1,4
34988,12,12,1,4
34998,12,12,1,10
35,18,11,4,0
35000,13,13,1,5
35002,16,15,3,0
35004,13,13,2,6
35011,12,12,1,4
35012,12,12,1,5
35014,17,14,2,10
35018,12,12,1,6
35019,12,12,1,5
3502,11,11,1,9
35021,12,12,1,4
35027,15,15,1,11
35029,16,15,1,5
35031,22,15,4,17
35033,13,12,1,4
35038,12,12,1,7
35042,12,12,1,4
35043,30,20,4,7
35046,14,14,2,3
35047,15,13,2,3
35048,14,13,1,5
3505,12,12,2,14
35051,12,12,1,11
35059,18,15,3,10
3506,11,11,1,3
35060,14,12,3,4
35066,12,12,1,5
35071,13,13,1,5
35073,15,14,2,6
35079,12,12,1,5
35080,13,13,2,4
35081,13,13,1,11
35084,13,13,2,3
35086,10,9,1,132
35087,13,13,2,3
3509,11,11,1,3
35091,12,12,1,7
35092,12,12,1,9
35098,12,12,1,10
35101,12,12,1,4
35107,12,12,1,8
35108,12,12,1,9
35114,12,12,1,5
35118,14,13,3,0
3512,13,12,2,1
35124,12,12,1,19
35125,14,14,2,4
35129,12,12,1,9
3513,13,11,2,73
35130,12,12,1,15
35136,12,12,1,6
35143,14,14,2,16
35145,12,12,1,2
35146,12,12,1,2
3515,15,12,3,0
35151,12,12,1,8
35153,12,12,1,23
35154,12,12,1,3
35157,12,12,1,5
35159,12,12,1,11
35160,12,12,1,8
35164,19,14,3,2
35165,24,16,3,1
35166,12,12,1,11
35170,12,12,1,4
35178,12,12,1,5
35181,12,12,1,2
35188,12,12,1,8
35194,12,12,1,30
35196,18,15,2,3
35197,15,14,1,378
35202,13,13,1,10
35203,14,13,1,3
35205,13,13,1,10
3521,15,13,3,20
35210,12,12,1,4
35211,12,12,1,9
3522,11,11,1,5
35220,12,12,1,8
35221,12,12,1,3
35224,12,12,1,3
35225,12,12,1,22
35234,12,12,1,11
35239,28,17,2,27
35247,12,12,1,5
35251,12,12,1,4
35254,12,12,1,3
35264,12,12,1,19
35265,12,12,1,4
35267,12,12,1,4
35269,12,12,1,21
3527,12,11,1,20
35271,12,12,1,3
35273,12,12,1,6
35276,12,12,1,28
35277,15,13,2,1
35282,18,14,3,1
35287,12,12,1,4
35288,12,12,1,4
35289,12,12,1,3
35291,15,13,2,4
35292,14,13,1,7
35297,12,12,1,3
353,18,15,2,0
35300,13,13,1,4
35301,12,12,1,5
35303,13,13,1,7
35307,16,15,1,2
35308,12,12,1,10
35311,12,12,1,10
35313,14,14,2,2
35315,15,15,3,3
35317,26,20,3,483
35323,14,13,1,3
35328,12,12,1,15
3533,11,11,1,2
35331,12,12,1,5
35333,13,13,1,5
35337,12,12,1,7
35339,12,12,1,34
35344,14,10,3,2
35348,12,12,1,5
35355,12,12,1,5
35356,12,12,1,5
35357,29,17,5,18
35363,13,13,1,7
35364,12,12,1,4
35365,13,13,2,25
35369,16,14,2,3
3537,12,11,1,3
35371,13,13,1,4
35373,13,13,2,5
35374,22,14,4,644
35375,12,12,1,4
3538,11,11,1,3
35384,12,12,1,5
35385,12,12,1,4
35388,12,12,1,5
3539,11,11,1,9
35390,13,13,1,16
35393,12,12,1,4
35395,18,16,4,2
35399,12,12,1,4
3540,11,11,1,11
35400,12,12,1,4
35404,13,13,1,7
35410,12,12,1,10
35417,12,12,1,5
35418,12,12,1,5
35420,12,12,1,5
35422,12,12,1,4
35424,12,12,1,10
35427,12,12,1,5
35429,14,13,2,3
3543,11,11,1,3
35432,15,11,3,287
35439,13,13,2,2
35442,12,12,1,5
35443,12,12,2,1
35445,12,12,1,10
35448,12,12,1,9
35452,12,12,1,8
35453,13,13,1,4
35454,12,12,1,5
35455,18,16,2,7
35458,14,13,2,32
35459,13,13,1,8
3546,15,13,2,3
35461,12,12,1,4
35462,12,12,1,4
35466,22,17,2,260
35467,14,14,1,8
35472,11,11,1,3
35479,13,12,2,15
35484,15,13,3,7
35489,12,12,1,7
35490,14,13,2,7
35491,15,14,2,156
35492,16,13,2,4
35499,12,12,1,3
3550,12,12,2,36
35501,13,13,2,4
35503,12,12,1,3
35505,12,12,1,4
35507,12,12,1,4
35511,11,11,1,4
35512,19,15,2,6
35513,17,12,4,32
35515,12,12,1,4
35518,12,12,1,7
35519,12,12,1,2
3552,27,17,3,250
35520,12,12,1,2
35522,14,13,1,4
35523,12,12,1,3
35525,12,12,1,6
3553,11,11,1,22
35532,12,12,1,6
35535,12,12,1,4
35536,12,12,1,4
35539,12,12,1,7
35540,13,13,1,4
35541,12,12,1,4
35543,12,12,1,2
35544,12,12,1,2
35545,13,10,1,6
35547,13,13,2,4
35548,12,12,1,4
35549,12,12,1,3
3555,17,14,2,3
35550,14,14,1,4
35553,12,12,1,14
35555,14,14,2,1
35557,15,13,2,7
3556,11,11,1,4
35560,12,12,1,3
35561,12,12,1,3
35564,12,12,1,4
35575,12,12,1,4
35578,12,12,1,3
35584,12,12,1,19
35586,12,12,1,23
35587,20,17,3,7
35592,13,13,1,8
35595,12,12,1,4
35596,12,12,1,4
35606,12,12,1,7
35607,12,12,1,4
35609,12,12,1,26
35613,24,22,3,15
35615,16,14,3,3
35616,11,11,1,4
35618,12,12,1,4
35620,20,17,2,15
35622,12,12,1,4
35659,12,12,1,4
35661,19,18,2,4
35664,15,15,1,49
35665,12,12,1,4
35669,12,12,1,4
3567,11,11,1,3
35672,12,12,1,4
35674,12,12,1,4
35677,11,11,1,236
35678,15,14,1,4
35682,14,13,2,5
35684,12,12,1,4
35692,12,12,1,8
35702,12,12,1,3
35703,16,15,1,4
35708,9,9,1,122
3571,13,11,2,61
35712,12,12,1,3
35713,13,13,1,28
35719,12,12,1,4
35720,12,12,1,4
35727,12,12,1,19
35729,16,13,2,4
3573,21,11,1,3
35731,13,13,1,4
35734,14,13,1,3
35735,12,12,1,4
35739,13,13,1,4
3574,12,12,2,20
35740,12,12,1,10
35744,12,12,1,4
35745,14,13,2,0
35747,12,12,1,11
35767,12,12,1,4
35768,12,12,1,3
35771,16,14,3,4
35775,12,12,1,4
35777,12,12,1,4
35779,13,12,2,5
35780,12,12,1,4
35782,12,11,2,213
35783,12,12,1,8
35786,12,12,1,4
35787,12,12,1,4
35792,14,13,1,4
35796,23,17,3,7
35798,10,10,2,95
35800,16,15,2,9
35801,12,12,1,4
35802,12,12,1,4
35803,12,12,1,8
3581,13,13,1,11
35811,12,12,1,8
35813,12,12,1,4
35814,12,12,1,4
35815,16,13,1,4
35822,8,8,1,225
35823,12,12,1,7
35832,12,12,1,4
35833,12,12,1,4
35837,12,12,1,43
35838,14,13,2,190
35844,17,13,2,22
35855,15,15,2,6
35858,20,17,2,2
35859,20,15,3,9
3586,8,8,1,10
35861,12,12,1,4
35863,12,12,1,3
35867,12,12,1,2
35871,12,12,1,1
35880,12,12,1,3
35885,12,12,1,3
35890,12,12,1,3
35891,13,10,1,38
35893,17,13,3,7
35895,13,13,1,13
35902,12,12,1,3
35903,12,12,1,2
35907,12,12,1,3
3591,11,11,1,4
35910,22,17,3,334
35911,12,12,1,10
35914,12,12,1,5
35916,12,12,1,12
35919,16,13,2,147
3592,11,11,1,9
35923,14,13,1,5
35926,12,12,1,3
35927,12,12,1,3
35928,12,12,1,6
3593,16,15,2,11
35932,12,12,1,6
35938,23,16,2,4
3594,11,11,1,36
35941,12,12,1,35
35942,12,12,1,3
35947,16,13,2,18
35948,12,12,1,3
35955,11,11,1,7
35962,13,13,1,2
35972,14,14,2,3
35975,13,13,1,18
35977,12,12,1,7
35980,12,12,1,3
35981,12,12,1,3
35983,13,13,1,3
35984,12,12,1,7
35985,12,12,1,3
35986,16,14,3,13
35988,12,12,1,3
35990,18,15,3,1
35992,13,12,1,3
35994,13,13,1,6
36,13,12,1,4
3600,11,11,1,9
36006,12,12,1,5
36010,12,12,1,9
36014,13,13,2,6
36017,12,12,1,4
36019,12,12,1,6
36025,12,12,1,22
36029,12,12,1,3
3603,14,12,2,109
36031,12,12,1,3
36033,12,12,1,8
36035,13,13,1,3
3604,12,11,2,2
36043,12,12,1,3
36044,25,13,1,3
36047,11,11,1,3
36048,13,13,1,5
36049,12,12,1,2
3605,18,15,3,148
36051,11,11,1,221
36052,11,11,1,3
36055,13,12,1,14
36056,10,10,2,78
36058,13,13,1,4
36063,20,17,3,3
36067,14,13,3,14
36068,12,12,1,3
3607,15,12,3,12
